width,height,algo,mode,seed,braid,reached,steps,cost,replans,nodes,runtime_sec
51,51,bfs,fog,0,0.1,True,846,846,778,317669,1.2630009651184082
51,51,dfs,fog,0,0.1,True,846,846,778,477966,1.8936898708343506
51,51,ucs,fog,0,0.1,True,846,846,778,317744,1.3211801052093506
51,51,astar,fog,0,0.1,True,846,846,778,317257,1.2871787548065186
51,51,greedy,fog,0,0.1,True,846,846,778,317252,1.2769806385040283
